A,0.483439028,0.681648493,-0.690850377,0.489217699,0.666358829,-0.705006063,0.49632889,0.664814353,-0.70502001,0.509603322,0.664913177,-0.705115378,0.476394713,0.671978652,-0.693950176,0.471029222,0.674694598,-0.693945289,0.474716514,0.666456342,-0.694142878,0.511182487,0.656529903,-0.671913087,0.444845289,0.65821898,-0.624966264,0.500999808,0.644226313,-0.667390287,0.484664738,0.644623339,-0.653762758,0.528583348,0.584637523,-0.535678208,0.416261017,0.591290712,-0.503831446,0.530092597,0.355015427,-0.491136551,0.38886857,0.375053585,-0.489985466,0.502274394,0.202436864,-0.506631732,0.418003738,0.199272975,-0.515776515,0.486680567,0.164830297,-0.545187831,0.421255976,0.165257096,-0.55542165,0.478469759,0.177459061,-0.567276001,0.456062376,0.183608368,-0.576136947,0.478726149,0.185074657,-0.518250823,0.458225191,0.188811466,-0.528223217,0.496579945,0.454409063,-0.014306778,0.441734791,0.452223092,0.014562972,0.532461703,0.535876155,0.342597306,0.468712866,0.504258335,0.359046698,0.52340281,0.564289927,0.808325112,0.472633451,0.515043795,0.793565869,0.518392622,0.551927865,0.852641463,0.473424375,0.50819248,0.838654637,0.52975601,0.622086525,0.822147489,0.482731909,0.538763523,0.806917965
A,0.479170978,0.606622517,-0.786048532,0.471346766,0.631438434,-0.773054421,0.466944128,0.630860627,-0.773129463,0.462499231,0.630092263,-0.773268759,0.484112173,0.635554016,-0.77365607,0.488373578,0.637629271,-0.773564398,0.492527246,0.639625847,-0.773664773,0.456940085,0.627755404,-0.650821745,0.499078333,0.639181733,-0.657773316,0.473261774,0.582273602,-0.736171544,0.487723917,0.586574674,-0.737661064,0.439211309,0.533031285,-0.527284563,0.529118001,0.560176134,-0.502421737,0.446353197,0.32398957,-0.514641285,0.541079164,0.345188558,-0.491229445,0.464184612,0.179582804,-0.535249293,0.519262493,0.170883745,-0.526293159,0.457271427,0.120078497,-0.584171236,0.525119424,0.136349887,-0.581444919,0.471082032,0.128996611,-0.599581122,0.506622791,0.14003399,-0.595812798,0.474553913,0.143410236,-0.544833839,0.501574039,0.15375042,-0.536291361,0.462386519,0.449536949,-0.018888766,0.516536117,0.45880568,0.019204978,0.457811445,0.456972957,0.158236071,0.537927568,0.473020673,0.236110687,0.49703908,0.45761317,0.544759929,0.504564166,0.444301605,0.618007421,0.501202822,0.456074744,0.586475968,0.495083511,0.436614722,0.658827662,0.51291877,0.450171232,0.550171196,0.507496059,0.425539047,0.613420784
A,0.478433907,0.631747782,-0.771090388,0.493593037,0.59673816,-0.750629306,0.49971208,0.596355438,-0.750459194,0.505494833,0.597017527,-0.750566602,0.46582824,0.596583724,-0.750792265,0.457801819,0.59639436,-0.750977159,0.452128232,0.596667469,-0.750945985,0.517209172,0.608855963,-0.596590817,0.435777813,0.605851114,-0.597025871,0.490079343,0.669676185,-0.708592176,0.46122247,0.668178916,-0.709089994,0.522666037,0.742375195,-0.502808392,0.399523169,0.723129511,-0.450831115,0.531015456,0.661210299,-0.556681216,0.323713064,0.59378016,-0.519663393,0.50091058,0.525888085,-0.539229512,0.360831678,0.471918732,-0.532491446,0.496240526,0.493219465,-0.561468661,0.371827662,0.41478315,-0.564351857,0.48763901,0.492005318,-0.542328656,0.377255708,0.425516546,-0.525527298,0.48720628,0.507045507,-0.534225285,0.377465755,0.44980368,-0.524427652,0.4769333,1.020095944,-0.010120191,0.403842032,1.00758791,0.010505665,0.477937698,1.079705358,0.073108166,0.393675148,1.071036458,0.01675017,0.473089874,1.217411757,0.488358647,0.418722928,1.225216389,0.398262829,0.469103187,1.242712855,0.527109683,0.42529887,1.249651909,0.435396999,0.47023049,1.292401791,0.45436883,0.415005147,1.300812125,0.336702019
A,0.47887522,0.631751955,-0.875585914,0.493434191,0.596626043,-0.853771865,0.499668837,0.596090317,-0.853507817,0.505530059,0.596481085,-0.853345275,0.466797024,0.596522212,-0.850275993,0.457892507,0.59605509,-0.850605369,0.451751232,0.596421182,-0.850676358,0.517230392,0.608022571,-0.671430886,0.435699999,0.607194901,-0.649852812,0.490187317,0.669622838,-0.803753257,0.462308556,0.668374658,-0.798736215,0.544893086,0.747390687,-0.568894029,0.393658698,0.743534327,-0.471813381,0.577097774,0.643814921,-0.731635213,0.320940852,0.574380219,-0.522752643,0.561756492,0.435682029,-0.793056667,0.371695518,0.407119721,-0.463695109,0.558683336,0.422097892,-0.832410157,0.379839599,0.37462908,-0.495651543,0.543807089,0.419690311,-0.809152484,0.38851127,0.379569739,-0.441874176,0.541085303,0.442882061,-0.790125489,0.389435589,0.387956828,-0.451007277,0.500096381,1.05921483,-0.022315178,0.404428333,1.058127642,0.023208912,0.494736254,1.31717658,0.188822865,0.407321364,1.300953269,0.155239031,0.486271679,1.514492989,0.633416355,0.410963148,1.503678918,0.501445532,0.485379457,1.553441525,0.669225574,0.409544051,1.540223479,0.533706784,0.471397817,1.610163927,0.480475366,0.415022761,1.603242874,0.329782516
A,0.479327261,0.631716251,-0.836669147,0.49333778,0.596327603,-0.815324008,0.499659687,0.59530437,-0.81511718,0.505593657,0.594941914,-0.815040469,0.466930687,0.596668899,-0.811658263,0.457846463,0.596375883,-0.811897576,0.451040894,0.597030282,-0.811942875,0.517419815,0.605841219,-0.640126824,0.435642332,0.609734237,-0.627216935,0.490676254,0.669136107,-0.766095877,0.463395447,0.66877532,-0.761350632,0.553268552,0.747314274,-0.542442381,0.389993727,0.744591296,-0.433825493,0.606996059,0.568368673,-0.692653358,0.321045578,0.539905727,-0.407528013,0.572853208,0.397702903,-0.757893503,0.383383036,0.357527465,-0.256729692,0.571393967,0.387375802,-0.800002754,0.385890752,0.343304813,-0.278996468,0.563664436,0.384483814,-0.77725327,0.395664513,0.344209641,-0.228604287,0.562153757,0.387251377,-0.755756557,0.397447377,0.349212885,-0.244054347,0.512666404,1.068320513,-0.029892519,0.40931502,1.068125606,0.031067073,0.510772347,1.345547318,0.225485519,0.420258433,1.335198522,0.199924499,0.505741179,1.560931921,0.672228396,0.41256541,1.554119825,0.55128777,0.505690098,1.603361011,0.708022714,0.41249162,1.5910182,0.583985209,0.487596691,1.657659054,0.503206372,0.423013538,1.65905714,0.352958858
A,0.479533732,0.631501377,-0.915258408,0.493335664,0.59593755,-0.886099637,0.49970156,0.594956279,-0.885930181,0.505811572,0.594600499,-0.885855377,0.466922939,0.596430182,-0.882456481,0.457694203,0.596237719,-0.88275224,0.450336367,0.596978545,-0.882905126,0.517744005,0.605773091,-0.678447247,0.435568631,0.61004132,-0.656440735,0.491234928,0.669198215,-0.835820675,0.463706493,0.669879317,-0.830879509,0.55677402,0.747518241,-0.574494839,0.386692226,0.750963449,-0.472315639,0.621107101,0.527085304,-0.77849561,0.321145266,0.523066044,-0.511884987,0.562884688,0.341350049,-0.849965394,0.393100202,0.326250345,-0.409791559,0.552331567,0.32787478,-0.900792718,0.401733696,0.304276884,-0.403921425,0.540303051,0.318664342,-0.868288636,0.415607512,0.301431447,-0.387380242,0.541916013,0.321455538,-0.844109714,0.415859848,0.307689905,-0.401009887,0.518630385,1.076338887,-0.028544337,0.413719803,1.082299829,0.02944101,0.514323056,1.364755392,0.155402631,0.42106986,1.352325916,0.133305565,0.502529025,1.591001034,0.555224776,0.411214501,1.591782451,0.318926215,0.501113772,1.635921717,0.568756998,0.410393655,1.639657736,0.336938411,0.48876819,1.68039465,0.32455644,0.422962725,1.677207828,0.0942256
A,0.479924738,0.631573856,-0.931228936,0.493313968,0.595938981,-0.897339821,0.499724954,0.594959915,-0.897177696,0.505927801,0.594579041,-0.897166729,0.467185199,0.596465647,-0.896363556,0.457774073,0.596282125,-0.896564782,0.450322241,0.597032189,-0.896661103,0.518084228,0.605805397,-0.676438093,0.435504913,0.611560345,-0.663822412,0.49138999,0.669240355,-0.848446667,0.464825481,0.6699422,-0.846488357,0.557633638,0.748761773,-0.582159698,0.383407116,0.75206393,-0.517325938,0.619412184,0.511121273,-0.815267682,0.321252584,0.512163401,-0.634940803,0.550152659,0.313484162,-0.872519672,0.40925926,0.286552519,-0.614730477,0.539058566,0.28022331,-0.928997397,0.423259735,0.263101757,-0.671407223,0.535663009,0.272381097,-0.893078625,0.433400482,0.261120468,-0.635733545,0.538051724,0.275287628,-0.866266608,0.432278007,0.266136497,-0.611381412,0.519205391,1.09837091,-0.027149733,0.413868666,1.096390843,0.027864322,0.514680386,1.431861162,0.045356188,0.419366032,1.409900188,-0.081361599,0.496814728,1.665973425,0.310214341,0.405664772,1.66419673,0.008526706,0.494650364,1.716893911,0.319643945,0.404687732,1.728032947,0.007355276,0.486531019,1.744965434,0.11914333,0.422334909,1.727271199,-0.204385042
A,0.479856163,0.63094461,-0.957066059,0.492472231,0.59544301,-0.917100608,0.499444008,0.594423652,-0.916973889,0.505888999,0.593951225,-0.916891932,0.467091858,0.596460879,-0.917976022,0.457745373,0.596381783,-0.918172061,0.45018059,0.597251475,-0.918254554,0.518246949,0.605666637,-0.682273984,0.435403436,0.61300081,-0.676724255,0.491452366,0.668948591,-0.871485531,0.46499753,0.669818461,-0.87134093,0.559307635,0.755901337,-0.596992195,0.382311642,0.758349538,-0.547557354,0.619694114,0.516490459,-0.845692992,0.322120488,0.521181881,-0.70326376,0.546793222,0.315206885,-0.918727517,0.405572593,0.297219485,-0.728769898,0.532999873,0.257592827,-0.983004749,0.426393509,0.245303452,-0.796107233,0.528597236,0.249872804,-0.951397121,0.434039205,0.24713631,-0.768620372,0.532322168,0.256759673,-0.91572988,0.431629002,0.259531438,-0.730334103,0.520915389,1.136897206,-0.029853126,0.414395988,1.141326666,0.030473357,0.520038664,1.490895629,0.037514649,0.42131266,1.480547547,-0.063204423,0.499787092,1.755279064,0.257831037,0.40705052,1.763266444,-0.007239654,0.497213453,1.808092594,0.261042953,0.407431751,1.830086231,-0.014184688,0.487347901,1.837605476,0.041035403,0.424810469,1.827443957,-0.239570856
A,0.479933202,0.635121644,-0.932965755,0.492229939,0.598747492,-0.894286275,0.499366045,0.597780704,-0.894148707,0.505888104,0.597118556,-0.894054711,0.467126846,0.600314438,-0.895708084,0.457770914,0.600462317,-0.895841897,0.450151533,0.601360917,-0.895883262,0.518139064,0.607991159,-0.664171636,0.435384512,0.616644263,-0.658532023,0.491546571,0.672089636,-0.847204089,0.465482891,0.673783779,-0.846794248,0.560161591,0.7566908,-0.580648422,0.382339299,0.766142011,-0.541030526,0.619904578,0.521029353,-0.838032901,0.3228634,0.52600795,-0.701740026,0.547309041,0.31617409,-0.941616833,0.407291561,0.297239274,-0.732852697,0.529721618,0.244783893,-1.013948441,0.43142885,0.233419552,-0.803392887,0.524611056,0.234284058,-0.984113216,0.438388526,0.236217916,-0.773652852,0.526376069,0.253789753,-0.94185698,0.433768839,0.254844546,-0.73369658,0.527446747,1.16586411,-0.032901265,0.417003691,1.172106028,0.033631921,0.53090924,1.539825559,0.025898408,0.428465903,1.531375408,-0.041198604,0.510703504,1.825516224,0.25078243,0.411035001,1.836718202,0.019328106,0.508900762,1.878557324,0.254261076,0.409930408,1.903278232,0.012896337,0.49356088,1.916155696,0.015371481,0.430586278,1.911653638,-0.23190549
A,0.480001509,0.635991752,-0.619421065,0.492086112,0.599689126,-0.577557802,0.49929595,0.598893762,-0.577449262,0.505892694,0.598343611,-0.57725203,0.467222065,0.601037383,-0.579669535,0.457873583,0.601184189,-0.579818845,0.450160265,0.601968408,-0.579913974,0.517976224,0.611613393,-0.365229428,0.435407817,0.618198872,-0.363071024,0.491651714,0.67316407,-0.544106483,0.465821505,0.674838364,-0.544498861,0.558803976,0.757608116,-0.321664095,0.383380771,0.771271706,-0.286865205,0.614381731,0.518279314,-0.534697831,0.323016644,0.53073585,-0.412221581,0.54609406,0.315607041,-0.646148503,0.402446121,0.314225674,-0.438758999,0.529466629,0.239655897,-0.719529331,0.426170111,0.246928409,-0.505635738,0.521290302,0.236306325,-0.688257277,0.433056891,0.251652777,-0.466391474,0.525519967,0.258724034,-0.648037672,0.428487629,0.27499944,-0.436118931,0.532834828,1.212596893,-0.03228993,0.421088308,1.219929695,0.033269003,0.530794263,1.591896176,-0.022541221,0.431881517,1.590468884,-0.033030432,0.518086791,1.910565019,0.228289992,0.416479588,1.931845427,0.084432833,0.518233597,1.953179955,0.237056643,0.413825572,1.9802531,0.084902018,0.498369843,2.023847818,-0.044962116,0.433710963,2.043128967,-0.219052717
